# Hit flash

name	Flash4
health	1
type	none
shadow	0
lifespan 0.3
diesound	data/sounds/bang2.wav


anim idle
	loop	0
	delay	3
	offset	200 280
	bbox	0 0 0 0
	sound   data/sounds/bang2.wav
	hitfx	data/sounds/fire.wav
	attack	140 190 65 38 15 5
	burn	140 190 65 38 15 1 1 0 10
	frame	data/chars/objetos/fireshoot00.gif
	offset	130 280
	attack	140 190 65 38 15 5
	burn	140 190 65 38 15 1 1 0 10
	frame	data/chars/objetos/fireshoot01.gif
	attack	140 190 65 38 15 5
	burn	140 190 65 38 15 1 1 0 10
	frame	data/chars/objetos/fireshoot02.gif
	frame	data/chars/objetos/fireshoot03.gif
	frame	data/chars/objetos/fireshoot04.gif
	attack	140 190 65 38 15 5
	burn	140 190 65 38 15 1 1 0 10
	frame	data/chars/objetos/fireshoot05.gif
	frame	data/chars/objetos/fireshoot06.gif
	frame	data/chars/objetos/fireshoot07.gif
	frame	data/chars/objetos/fireshoot08.gif
	frame	data/chars/objetos/fireshoot09.gif
	frame	data/chars/objetos/fireshoot10.gif
	frame	data/chars/objetos/fireshoot11.gif
	frame	data/chars/objetos/fireshoot12.gif
	frame	data/chars/objetos/fireshoot13.gif
	frame	data/chars/objetos/fireshoot14.gif
	frame	data/chars/objetos/fireshoot15.gif
	frame	data/chars/objetos/fireshoot16.gif
	frame	data/chars/objetos/fireshoot17.gif
	frame	data/chars/objetos/fireshoot18.gif
	frame	data/chars/objetos/fireshoot19.gif
	frame	data/chars/objetos/fireshoot20.gif
	frame	data/chars/objetos/fireshoot21.gif
	frame	data/chars/objetos/fireshoot22.gif
	frame	data/chars/objetos/fireshoot23.gif
	frame	data/chars/objetos/fireshoot24.gif
