name Veio
health	80
speed 5
type	enemy
gfxshadow 1 3
jumpheight 3
hostile player npc
candamage player npc
antigrab  3
diesound data/sounds/die5.wav
throw 3 2
subject_to_screen 1
knockdowncount 6
jugglepoints 4
falldie 2

load BalaE
Knife BalaE

fmap 5
palette       data/chars/zgoat/a1pal1.gif
alternatepal  data/chars/zgoat/a1pal2.gif
alternatepal  data/chars/zgoat/a1pal3.gif
alternatepal  data/chars/zgoat/a1pal4.gif
alternatepal  data/chars/zgoat/a1pal4.gif
alternatepal  data/chars/zgoat/a1gelo.gif
alternatepal  data/chars/zgoat/a1poison.gif


throw 3 3
animationscript data/scripts/grabscript.c

remap	data/chars/zgoat/a1.gif data/chars/zgoat/a1alt.gif
remap	data/chars/zgoat/a1.gif data/chars/zgoat/a2alt.gif
remap	data/chars/zgoat/a1.gif data/chars/zgoat/a3alt.gif
remap	data/chars/zgoat/a1.gif data/chars/zgoat/a4alt.gif
remap	data/chars/zgoat/a1.gif data/chars/zgoat/a1gelo.gif


















































































anim	attack1
	loop	0
	fastattack	1
	attackone	1
	hitflash	flash2
	range	30 110
	delay	5
	offset	59 93
	bbox	35 27 40 68
	frame	data/chars/zgoat/a8.gif
	sound	data/sounds/shot1.wav
	@cmd	shoot "BalaE" 2 25 1
	frame	data/chars/zgoat/a9.gif
	frame	data/chars/zgoat/a10.gif
	frame	data/chars/zgoat/a8.gif
	sound	data/sounds/shot1.wav
	@cmd	shoot "BalaE" 2 20 1
	frame	data/chars/zgoat/a9.gif
	frame	data/chars/zgoat/a10.gif
	frame	data/chars/zgoat/a8.gif
	sound	data/sounds/shot1.wav
	@cmd	shoot "BalaE" 2 22 1
	frame	data/chars/zgoat/a9.gif
	frame	data/chars/zgoat/a10.gif
	frame	data/chars/zgoat/a8.gif
	sound	data/sounds/gun.wav
	sound	data/sounds/shot1.wav
	@cmd	shoot "BalaE" 2 23 1
	frame	data/chars/zgoat/a9.gif
	frame	data/chars/zgoat/a10.gif
	delay	60
	frame	data/chars/zgoat/a8.gif
		
anim	attack2
	loop	0
	fastattack	1
	attackone	1
	hitflash	flash2
	range	150 350
	delay	9
	offset	59 93
	bbox	35 27 40 68
	frame	data/chars/zgoat/a8.gif
	delay	6
	sound	data/sounds/shot1.wav
	@cmd	shoot "BalaE" 2 25 1
	frame	data/chars/zgoat/a9.gif
	frame	data/chars/zgoat/a10.gif
	delay	50
	frame	data/chars/zgoat/a8.gif
		
anim	burn
	loop	0
	delay	5
	offset	58 99
	landframe	22
	bbox	31 37 55 48
	drawmethod	256 256 0 0 0 0 0 0 0 0
	frame	data/chars/zgoat/gb1.gif
	frame	data/chars/zgoat/gb2.gif
	frame	data/chars/zgoat/gb3.gif
	frame	data/chars/zgoat/gb4.gif
	frame	data/chars/zgoat/gb1.gif
	frame	data/chars/zgoat/gb2.gif
	frame	data/chars/zgoat/gb3.gif
	frame	data/chars/zgoat/gb4.gif
	frame	data/chars/zgoat/gb1.gif
	frame	data/chars/zgoat/gb2.gif
	frame	data/chars/zgoat/gb3.gif
	frame	data/chars/zgoat/gb4.gif
	frame	data/chars/zgoat/gb1.gif
	frame	data/chars/zgoat/gb2.gif
	frame	data/chars/zgoat/gb3.gif
	frame	data/chars/zgoat/gb4.gif
	frame	data/chars/zgoat/gb1.gif
	frame	data/chars/zgoat/gb2.gif
	frame	data/chars/zgoat/gb3.gif
	frame	data/chars/zgoat/gb4.gif
	frame	data/chars/zgoat/gb1.gif
	frame	data/chars/zgoat/gb2.gif
	drawmethod	256 256 0 0 0 0 -1 0 0 0
	offset	55 68
	attack	0 0 0 0 0 0 0 0 0 0
	delay	10
	bbox	50 37 0 0
	frame	data/chars/zgoat/a13.gif
		
anim	fall
	loop	0
	delay	14
	landframe	3
