name TankPolaris
health	600
speed 5
type	enemy
gfxshadow 1 3
antigrab 100
hostile player 
candamage player npc
diesound data/sounds/die4.wav
nodrop 2
death 1
facing 2
nodieblink 2
aggression 100
subject_to_screen 1
icon	data/chars/misc/00boss.gif 0
iconposition 82 -10
lifebarstatus 300 8 0 1 0 0 0 0 0
lifeposition 90 10
nameposition 93 11
nolife 1
nopain 1
aimove Avoidx
aimove chasez



load TankPolTiro

animationscript data/scripts/grabscript.c

palette       data/chars/0nave/dr1.gif








































anim	attack1
	loop	0
	range	10 350
	delay	3
	offset	52 82
	bbox	37 23 30 51
	drawmethod	scale 0.85 0.85
	frame	data/chars/0nave/dr8.gif
	@cmd	shoot "TankPolTiro" -100 4 2
	sound	data/sounds/0mag2.wav
	frame	data/chars/0nave/dr7.gif
	frame	data/chars/0nave/dr6.gif
	frame	data/chars/0nave/dr5.gif
		
anim	death
	loop	0
	delay	5
	offset	53 81
	drawmethod	scale 0.85 0.85
	frame	data/chars/0nave/dr4.gif
	frame	data/chars/misc/vazio.gif
	frame	data/chars/0nave/dr4.gif
	frame	data/chars/misc/vazio.gif
	frame	data/chars/0nave/dr4.gif
	frame	data/chars/misc/vazio.gif
	frame	data/chars/0nave/dr4.gif
	frame	data/chars/misc/vazio.gif
	frame	data/chars/0nave/dr4.gif
	frame	data/chars/misc/vazio.gif
	frame	data/chars/0nave/dr4.gif
	frame	data/chars/misc/vazio.gif
	frame	data/chars/0nave/dr4.gif
	frame	data/chars/misc/vazio.gif
	frame	data/chars/0nave/dr4.gif
	frame	data/chars/misc/vazio.gif
		
anim	fall
	loop	0
	delay	6
	offset	56 83
	bbox	37 23 30 51
	drawmethod	flipx 1
	drawmethod	scale 0.85 0.85
	frame	data/chars/0nave/dr1.gif
		
anim	idle
	loop	1
	delay	8
	offset	56 83
	bbox	37 23 30 51
	drawmethod	scale 0.85 0.85
	frame	data/chars/0nave/dr1.gif
	frame	data/chars/0nave/dr2.gif
	frame	data/chars/0nave/dr3.gif
	frame	data/chars/0nave/dr2.gif
		
anim	jumpattack
	loop	0
	range	0 10
	delay	8
	jumpframe	0 2 -6 0
	offset	56 83
	bbox	37 23 30 51
	drawmethod	flipx 1
	drawmethod	scale 0.85 0.85
	frame	data/chars/0nave/dr1.gif
	frame	data/chars/0nave/dr2.gif
	frame	data/chars/0nave/dr3.gif
	frame	data/chars/0nave/dr2.gif
		
anim	pain
	loop	0
	delay	6
	offset	56 83
	bbox	37 23 30 51
	drawmethod	flipx 1
	drawmethod	scale 0.85 0.85
	frame	data/chars/0nave/dr1.gif
		
anim	rise
	loop	0
	delay	6
	offset	56 83
	bbox	37 23 30 51
	drawmethod	flipx 1
	drawmethod	scale 0.85 0.85
	frame	data/chars/0nave/dr1.gif
		
anim	spawn
	loop	0
	delay	6
	offset	56 83
	bbox	37 23 30 51
	drawmethod	flipx 1
	drawmethod	scale 0.85 0.85
	frame	data/chars/0nave/dr1.gif
		
anim	walk
	loop	1
	delay	8
	offset	56 83
	bbox	37 23 30 51
	drawmethod	scale 0.85 0.85
	frame	data/chars/0nave/dr1.gif
	frame	data/chars/0nave/dr2.gif
	frame	data/chars/0nave/dr3.gif
	frame	data/chars/0nave/dr2.gif
		
#|edited by openBor Stats v 0.51
		
