name ParademonGary
health	150
speed 25
type	enemy
gfxshadow 1 3
jumpheight 7
hostile player npc
candamage player npc obstacle
antigrab  3
throw 3 2
knockdowncount 6
jugglepoints 4
diesound data/sounds/dierobot2.wav
falldie 2
aggression 999
icon	data/chars/misc/00boss.gif 0
iconposition 82 -15
lifebarstatus 300 8 0 1 0 0 0 0 0
lifeposition 90 5
nameposition 93 6
nolife 1
subject_to_screen 1



throw 3 3

fmap 4
palette       data/chars/zmetro/p0pal1.gif
alternatepal  data/chars/zmetro/p0pal2.gif
alternatepal  data/chars/zmetro/p0pal3.gif
alternatepal  data/chars/zmetro/p0pal7.gif
alternatepal  data/chars/zmetro/p0pal1gelo.gif
alternatepal  data/chars/zmetro/p0poison.gif














































































anim	attack1
	loop	0
	range	40 85
	rangea	-30 30
	delay	19
	hitfx	data/sounds/0knifehit.wav
	offset	91 122
	bbox	69 48 48 74
	frame	data/chars/zmetro/p4.gif
	sound	data/sounds/0knife.wav
	attack	99 54 85 23 15 2 0 0 0 0
	delay	8
	frame	data/chars/zmetro/p5.gif
	attack	0 0 0 0 0 0 0 0 0 0
	frame	data/chars/zmetro/p6.gif
	frame	data/chars/zmetro/p4.gif
	delay	35
	offset	94 118
	bbox	70 38 45 82
	frame	data/chars/zmetro/p1.gif
		
anim	attack2
	loop	0
	range	100 200
	jumpframe	0 5 5 0
	delay	30
	sound	data/sounds/vuu3.wav
	offset	92 100
	bbox	62 24 57 62
	frame	data/chars/zmetro/p2.gif
	offset	91 126
	bbox	75 44 35 77
	frame	data/chars/zmetro/p3.gif
		
anim	attack3
	loop	0
	range	0 40
	jumpframe	0 9 6 0
	delay	30
	sound	data/sounds/vuu3.wav
	offset	92 100
	bbox	62 24 57 62
	frame	data/chars/zmetro/p2.gif
	offset	91 126
	bbox	75 44 35 77
	frame	data/chars/zmetro/p3.gif
		
anim	burn
	loop	0
	delay	5
	offset	111 99
	landframe	22
	bbox	74 37 73 48
	drawmethod	256 256 0 0 0 0 0 0 0 0
	frame	data/chars/zmetro/p18.gif
	frame	data/chars/zmetro/p19.gif
	frame	data/chars/zmetro/p20.gif
	frame	data/chars/zmetro/p21.gif
	frame	data/chars/zmetro/p18.gif
	frame	data/chars/zmetro/p19.gif
	frame	data/chars/zmetro/p20.gif
	frame	data/chars/zmetro/p21.gif
	frame	data/chars/zmetro/p18.gif
	frame	data/chars/zmetro/p19.gif
	frame	data/chars/zmetro/p20.gif
	frame	data/chars/zmetro/p21.gif
	frame	data/chars/zmetro/p18.gif
	frame	data/chars/zmetro/p19.gif
	frame	data/chars/zmetro/p20.gif
	frame	data/chars/zmetro/p21.gif
	frame	data/chars/zmetro/p18.gif
	frame	data/chars/zmetro/p19.gif
	frame	data/chars/zmetro/p20.gif
	frame	data/chars/zmetro/p21.gif
	frame	data/chars/zmetro/p18.gif
	frame	data/chars/zmetro/p19.gif
	drawmethod	256 256 0 0 0 0 -1 0 0 0
	offset	93 73
	bbox	50 37 0 0
